UniqueID,StreamSide,StreamDistance,DownStream,SubDownStream,Elevation,DepthBin,Mortality,Sizemm,Sediment4000,Sediment2000,Sediment500,Sediment250,Sediment125,Sediment63,Sediment0,
S10 80-7,S,10,80,7,2.3,0,A,43.76,0.5627,0.2145,0.1843,0.0328,0.0048,0.0006,0.0002,
S10 80-7,S,10,80,7,2.3,0,A,31.36,0.5627,0.2145,0.1843,0.0328,0.0048,0.0006,0.0002,
S10 80-7,S,10,80,7,2.3,0,A,32.36,0.5627,0.2145,0.1843,0.0328,0.0048,0.0006,0.0002,
S10 80-7,S,10,80,7,2.3,0,A,33.54,0.5627,0.2145,0.1843,0.0328,0.0048,0.0006,0.0002,
S10 80-7,S,10,80,7,2.3,5,A,39.49,0.5627,0.2145,0.1843,0.0328,0.0048,0.0006,0.0002,
S10 80-7,S,10,80,7,2.3,5,A,42.67,0.5627,0.2145,0.1843,0.0328,0.0048,0.0006,0.0002,
S10 80-7,S,10,80,7,2.3,5,A,46.64,0.5627,0.2145,0.1843,0.0328,0.0048,0.0006,0.0002,
S10 80-7,S,10,80,7,2.3,5,A,49.1,0.5627,0.2145,0.1843,0.0328,0.0048,0.0006,0.0002,
S10 80-7,S,10,80,7,2.3,5,A,34.8,0.5627,0.2145,0.1843,0.0328,0.0048,0.0006,0.0002,
S10 80-7,S,10,80,7,2.3,5,A,45.56,0.5627,0.2145,0.1843,0.0328,0.0048,0.0006,0.0002,
S10 80-7,S,10,80,7,2.3,5,A,40.04,0.5627,0.2145,0.1843,0.0328,0.0048,0.0006,0.0002,
S10 80-7,S,10,80,7,2.3,5,A,37.02,0.5627,0.2145,0.1843,0.0328,0.0048,0.0006,0.0002,
S10 80-7,S,10,80,7,2.3,5,A,46.66,0.5627,0.2145,0.1843,0.0328,0.0048,0.0006,0.0002,
S10 80-7,S,10,80,7,2.3,5,A,27.17,0.5627,0.2145,0.1843,0.0328,0.0048,0.0006,0.0002,
S10 80-7,S,10,80,7,2.3,5,A,31.16,0.5627,0.2145,0.1843,0.0328,0.0048,0.0006,0.0002,
S10 80-7,S,10,80,7,2.3,5,A,29.5,0.5627,0.2145,0.1843,0.0328,0.0048,0.0006,0.0002,
S10 80-7,S,10,80,7,2.3,5,A,32.49,0.5627,0.2145,0.1843,0.0328,0.0048,0.0006,0.0002,
S10 80-7,S,10,80,7,2.3,15,A,29.5,0.5627,0.2145,0.1843,0.0328,0.0048,0.0006,0.0002,
S10 80-7,S,10,80,7,2.3,15,A,46.35,0.5627,0.2145,0.1843,0.0328,0.0048,0.0006,0.0002,
S10 80-7,S,10,80,7,2.3,10,Z,,0.5627,0.2145,0.1843,0.0328,0.0048,0.0006,0.0002,
S10 90-7,S,10,90,7,2.18,0,Z,,0.4754,0.289,0.2231,0.0102,0.0014,0.0007,0.0002,
S10 90-7,S,10,90,7,2.18,5,Z,,0.4754,0.289,0.2231,0.0102,0.0014,0.0007,0.0002,
S10 90-7,S,10,90,7,2.18,10,Z,,0.4754,0.289,0.2231,0.0102,0.0014,0.0007,0.0002,
S10 90-7,S,10,90,7,2.18,15,D,,0.4754,0.289,0.2231,0.0102,0.0014,0.0007,0.0002,
S10 100-5,S,10,100,5,1.96,0,Z,,0.6178,0.1949,0.1552,0.0231,0.0068,0.0018,0.0005,
S10 100-5,S,10,100,5,1.96,5,Z,,0.6178,0.1949,0.1552,0.0231,0.0068,0.0018,0.0005,
S10 100-5,S,10,100,5,1.96,10,A,42.78,0.6178,0.1949,0.1552,0.0231,0.0068,0.0018,0.0005,
S10 100-5,S,10,100,5,1.96,10,D,,0.6178,0.1949,0.1552,0.0231,0.0068,0.0018,0.0005,
S10 100-5,S,10,100,5,1.96,10,D,,0.6178,0.1949,0.1552,0.0231,0.0068,0.0018,0.0005,
S10 100-5,S,10,100,5,1.96,15,D,,0.6178,0.1949,0.1552,0.0231,0.0068,0.0018,0.0005,
S10 100-5,S,10,100,5,1.96,15,D,,0.6178,0.1949,0.1552,0.0231,0.0068,0.0018,0.0005,
S10 100-5,S,10,100,5,1.96,15,D,,0.6178,0.1949,0.1552,0.0231,0.0068,0.0018,0.0005,
S10 100-5,S,10,100,5,1.96,15,D,,0.6178,0.1949,0.1552,0.0231,0.0068,0.0018,0.0005,
S10 100-5,S,10,100,5,1.96,10,A,49.64,0.6178,0.1949,0.1552,0.0231,0.0068,0.0018,0.0005,
S10 100-5,S,10,100,5,1.96,15,A,47.49,0.6178,0.1949,0.1552,0.0231,0.0068,0.0018,0.0005,
S10 100-5,S,10,100,5,1.96,15,A,43.69,0.6178,0.1949,0.1552,0.0231,0.0068,0.0018,0.0005,
S10 110-4,S,10,110,4,1.81,0,Z,,0.532,0.1879,0.2017,0.0599,0.0154,0.0024,0.0006,
S10 110-4,S,10,110,4,1.81,5,Z,,0.532,0.1879,0.2017,0.0599,0.0154,0.0024,0.0006,
S10 110-4,S,10,110,4,1.81,15,A,41.86,0.532,0.1879,0.2017,0.0599,0.0154,0.0024,0.0006,
S10 110-4,S,10,110,4,1.81,10,D,,0.532,0.1879,0.2017,0.0599,0.0154,0.0024,0.0006,
S10 110-4,S,10,110,4,1.81,10,D,,0.532,0.1879,0.2017,0.0599,0.0154,0.0024,0.0006,
S10 110-4,S,10,110,4,1.81,10,D,,0.532,0.1879,0.2017,0.0599,0.0154,0.0024,0.0006,
S10 110-4,S,10,110,4,1.81,10,D,,0.532,0.1879,0.2017,0.0599,0.0154,0.0024,0.0006,
S10 110-4,S,10,110,4,1.81,10,D,,0.532,0.1879,0.2017,0.0599,0.0154,0.0024,0.0006,
S10 110-4,S,10,110,4,1.81,10,D,,0.532,0.1879,0.2017,0.0599,0.0154,0.0024,0.0006,
S10 110-4,S,10,110,4,1.81,10,D,,0.532,0.1879,0.2017,0.0599,0.0154,0.0024,0.0006,
S10 110-4,S,10,110,4,1.81,10,D,,0.532,0.1879,0.2017,0.0599,0.0154,0.0024,0.0006,
S10 110-4,S,10,110,4,1.81,10,D,,0.532,0.1879,0.2017,0.0599,0.0154,0.0024,0.0006,
S10 110-4,S,10,110,4,1.81,15,D,,0.532,0.1879,0.2017,0.0599,0.0154,0.0024,0.0006,
S10 110-4,S,10,110,4,1.81,15,D,,0.532,0.1879,0.2017,0.0599,0.0154,0.0024,0.0006,
S10 120-7,S,10,120,7,2.14,0,Z,,0.6115,0.223,0.1322,0.0283,0.0039,0.0006,0.0005,
S10 120-7,S,10,120,7,2.14,5,Z,,0.6115,0.223,0.1322,0.0283,0.0039,0.0006,0.0005,
S10 120-7,S,10,120,7,2.14,10,Z,,0.6115,0.223,0.1322,0.0283,0.0039,0.0006,0.0005,
S10 120-7,S,10,120,7,2.14,15,Z,,0.6115,0.223,0.1322,0.0283,0.0039,0.0006,0.0005,
S10 130-9,S,10,130,9,1.86,0,D,,0.5292,0.1699,0.2103,0.0665,0.0187,0.0035,0.002,
S10 130-9,S,10,130,9,1.86,0,D,,0.5292,0.1699,0.2103,0.0665,0.0187,0.0035,0.002,
S10 130-9,S,10,130,9,1.86,5,Z,,0.5292,0.1699,0.2103,0.0665,0.0187,0.0035,0.002,
S10 130-9,S,10,130,9,1.86,10,Z,,0.5292,0.1699,0.2103,0.0665,0.0187,0.0035,0.002,
S10 130-9,S,10,130,9,1.86,15,Z,,0.5292,0.1699,0.2103,0.0665,0.0187,0.0035,0.002,
S10 140-6,S,10,140,6,1.42,15,A,56.21,0.5557,0.1105,0.2339,0.0789,0.0164,0.0033,0.0014,
S10 140-6,S,10,140,6,1.42,0,D,,0.5557,0.1105,0.2339,0.0789,0.0164,0.0033,0.0014,
S10 140-6,S,10,140,6,1.42,5,D,,0.5557,0.1105,0.2339,0.0789,0.0164,0.0033,0.0014,
S10 140-6,S,10,140,6,1.42,5,D,,0.5557,0.1105,0.2339,0.0789,0.0164,0.0033,0.0014,
S10 140-6,S,10,140,6,1.42,5,D,,0.5557,0.1105,0.2339,0.0789,0.0164,0.0033,0.0014,
S10 140-6,S,10,140,6,1.42,15,D,,0.5557,0.1105,0.2339,0.0789,0.0164,0.0033,0.0014,
N2 0-9,N,2,0,9,4.31,0,Z,,0.4557,0.2914,0.2404,0.0112,0.0011,0.0002,0,
N2 0-9,N,2,0,9,4.31,5,Z,,0.4557,0.2914,0.2404,0.0112,0.0011,0.0002,0,
N2 0-9,N,2,0,9,4.31,10,Z,,0.4557,0.2914,0.2404,0.0112,0.0011,0.0002,0,
N2 0-9,N,2,0,9,4.31,15,Z,,0.4557,0.2914,0.2404,0.0112,0.0011,0.0002,0,
N2 0-9,N,2,0,9,4.31,0,Z,,0.4557,0.2914,0.2404,0.0112,0.0011,0.0002,0,
N2 0-9,N,2,0,9,4.31,5,Z,,0.4557,0.2914,0.2404,0.0112,0.0011,0.0002,0,
N2 0-9,N,2,0,9,4.31,10,Z,,0.4557,0.2914,0.2404,0.0112,0.0011,0.0002,0,
N2 10-4,N,2,10,4,4.19,15,Z,,0.4411,0.1972,0.3265,0.0255,0.0026,0.007,0,
N2 20-4,N,2,20,4,,0,Z,,0.3552,0.5067,0.1272,0.0101,0.0006,0.0001,0,
N2 20-4,N,2,20,4,,5,Z,,0.3552,0.5067,0.1272,0.0101,0.0006,0.0001,0,
N2 20-4,N,2,20,4,,10,Z,,0.3552,0.5067,0.1272,0.0101,0.0006,0.0001,0,
N2 20-4,N,2,20,4,,15,Z,,0.3552,0.5067,0.1272,0.0101,0.0006,0.0001,0,
N2 30-0,N,2,30,0,3.23,0,Z,,0.77,0.1661,0.0447,0.0166,0.0022,0.0002,0.0001,
N2 30-0,N,2,30,0,3.23,5,Z,,0.77,0.1661,0.0447,0.0166,0.0022,0.0002,0.0001,
N2 30-0,N,2,30,0,3.23,10,Z,,0.77,0.1661,0.0447,0.0166,0.0022,0.0002,0.0001,
N2 30-0,N,2,30,0,3.23,15,D,,0.77,0.1661,0.0447,0.0166,0.0022,0.0002,0.0001,
N2 30-0,N,2,30,0,3.23,15,D,,0.77,0.1661,0.0447,0.0166,0.0022,0.0002,0.0001,
N2 40-0,N,2,40,0,3.09,0,Z,,0.6103,0.1797,0.1656,0.0349,0.0081,0.0011,0.0003,
N2 40-0,N,2,40,0,3.09,5,Z,,0.6103,0.1797,0.1656,0.0349,0.0081,0.0011,0.0003,
N2 40-0,N,2,40,0,3.09,10,Z,,0.6103,0.1797,0.1656,0.0349,0.0081,0.0011,0.0003,
N2 40-0,N,2,40,0,3.09,15,Z,,0.6103,0.1797,0.1656,0.0349,0.0081,0.0011,0.0003,
N2 50-0,N,2,50,0,2.77,0,Z,,0.6655,0.1529,0.1384,0.0361,0.006,0.0009,0.0002,
N2 50-0,N,2,50,0,2.77,5,Z,,0.6655,0.1529,0.1384,0.0361,0.006,0.0009,0.0002,
N2 50-0,N,2,50,0,2.77,10,Z,,0.6655,0.1529,0.1384,0.0361,0.006,0.0009,0.0002,
N2 50-0,N,2,50,0,2.77,15,Z,,0.6655,0.1529,0.1384,0.0361,0.006,0.0009,0.0002,
N2 60-1,N,2,60,1,2.57,0,D,,0.6063,0.1554,0.1779,0.0536,0.0062,0.0004,0.0003,
N2 60-1,N,2,60,1,2.57,5,Z,,0.6063,0.1554,0.1779,0.0536,0.0062,0.0004,0.0003,
N2 60-1,N,2,60,1,2.57,10,Z,,0.6063,0.1554,0.1779,0.0536,0.0062,0.0004,0.0003,
N2 60-1,N,2,60,1,2.57,15,Z,,0.6063,0.1554,0.1779,0.0536,0.0062,0.0004,0.0003,
N2 70-0,N,2,70,0,2.62,0,Z,,,,,,,,,
N2 70-0,N,2,70,0,2.62,5,Z,,,,,,,,,
N2 70-0,N,2,70,0,2.62,10,Z,,,,,,,,,
N2 70-0,N,2,70,0,2.62,15,Z,,,,,,,,,
N2 80-6,N,2,80,6,2.17,0,D,,0.5518,0.1771,0.1815,0.0723,0.0148,0.0018,0.0007,
N2 80-6,N,2,80,6,2.17,0,D,,0.5518,0.1771,0.1815,0.0723,0.0148,0.0018,0.0007,
N2 80-6,N,2,80,6,2.17,0,D,,0.5518,0.1771,0.1815,0.0723,0.0148,0.0018,0.0007,
N2 80-6,N,2,80,6,2.17,0,D,,0.5518,0.1771,0.1815,0.0723,0.0148,0.0018,0.0007,
N2 80-6,N,2,80,6,2.17,0,D,,0.5518,0.1771,0.1815,0.0723,0.0148,0.0018,0.0007,
N2 80-6,N,2,80,6,2.17,0,D,,0.5518,0.1771,0.1815,0.0723,0.0148,0.0018,0.0007,
N2 80-6,N,2,80,6,2.17,5,D,,0.5518,0.1771,0.1815,0.0723,0.0148,0.0018,0.0007,
N2 80-6,N,2,80,6,2.17,10,Z,,0.5518,0.1771,0.1815,0.0723,0.0148,0.0018,0.0007,
N2 80-6,N,2,80,6,2.17,15,Z,,0.5518,0.1771,0.1815,0.0723,0.0148,0.0018,0.0007,
N2 90-0,N,2,90,0,2.13,0,Z,,0.605,0.2439,0.1287,0.0185,0.0031,0.0006,0.0002,
N2 90-0,N,2,90,0,2.13,5,Z,,0.605,0.2439,0.1287,0.0185,0.0031,0.0006,0.0002,
N2 90-0,N,2,90,0,2.13,10,A,34.52,0.605,0.2439,0.1287,0.0185,0.0031,0.0006,0.0002,
N2 90-0,N,2,90,0,2.13,15,Z,,0.605,0.2439,0.1287,0.0185,0.0031,0.0006,0.0002,
N2 100-4,N,2,100,4,2.05,0,Z,,0.512,0.2013,0.2504,0.0347,0,0.0011,0.0005,
N2 100-4,N,2,100,4,2.05,5,Z,,0.512,0.2013,0.2504,0.0347,0,0.0011,0.0005,
N2 100-4,N,2,100,4,2.05,10,Z,,0.512,0.2013,0.2504,0.0347,0,0.0011,0.0005,
N2 100-4,N,2,100,4,2.05,15,Z,,0.512,0.2013,0.2504,0.0347,0,0.0011,0.0005,
N2 110-9,N,2,110,9,1.62,0,Z,,0.5429,0.2583,0.1833,0.0139,0.0011,0.0004,0.0002,
N2 110-9,N,2,110,9,1.62,5,Z,,0.5429,0.2583,0.1833,0.0139,0.0011,0.0004,0.0002,
N2 110-9,N,2,110,9,1.62,10,Z,,0.5429,0.2583,0.1833,0.0139,0.0011,0.0004,0.0002,
N2 110-9,N,2,110,9,1.62,15,Z,,0.5429,0.2583,0.1833,0.0139,0.0011,0.0004,0.0002,
N2 120-4,N,2,120,4,1.66,0,Z,,0.6089,0.245,0.134,0.0107,0.001,0.0003,0.0001,
N2 120-4,N,2,120,4,1.66,10,Z,,0.6089,0.245,0.134,0.0107,0.001,0.0003,0.0001,
N2 120-4,N,2,120,4,1.66,5,D,,0.6089,0.245,0.134,0.0107,0.001,0.0003,0.0001,
N2 120-4,N,2,120,4,1.66,15,D,,0.6089,0.245,0.134,0.0107,0.001,0.0003,0.0001,
N2 130-0,N,2,130,0,1.46,0,Z,,0.604,0.1863,0.1731,0.0305,0.0046,0.0012,0.0003,
N2 130-0,N,2,130,0,1.46,5,Z,,0.604,0.1863,0.1731,0.0305,0.0046,0.0012,0.0003,
N2 130-0,N,2,130,0,1.46,10,Z,,0.604,0.1863,0.1731,0.0305,0.0046,0.0012,0.0003,
N2 130-0,N,2,130,0,1.46,15,Z,,0.604,0.1863,0.1731,0.0305,0.0046,0.0012,0.0003,
N 2 140-7,N ,2,140,7,1.48,0,Z,,,,,,,,,
N 2 140-7,N ,2,140,7,1.48,5,Z,,,,,,,,,
N 2 140-7,N ,2,140,7,1.48,10,Z,,,,,,,,,
N 2 140-7,N ,2,140,7,1.48,15,Z,,,,,,,,,
N5 0-3,N,5,0,3,4.32,0,Z,,0.5588,0.2039,0.2149,0.0182,0.0026,0.0011,0.0004,
N5 0-3,N,5,0,3,4.32,5,Z,,0.5588,0.2039,0.2149,0.0182,0.0026,0.0011,0.0004,
N5 0-3,N,5,0,3,4.32,10,Z,,0.5588,0.2039,0.2149,0.0182,0.0026,0.0011,0.0004,
N5 0-3,N,5,0,3,4.32,15,Z,,0.5588,0.2039,0.2149,0.0182,0.0026,0.0011,0.0004,
N5 10-4,N,5,10,4,4.63,0,Z,,0.4446,0.2579,0.2385,0.0477,0.0097,0.001,0.0006,
N5 10-4,N,5,10,4,4.63,5,Z,,0.4446,0.2579,0.2385,0.0477,0.0097,0.001,0.0006,
N5 10-4,N,5,10,4,4.63,10,Z,,0.4446,0.2579,0.2385,0.0477,0.0097,0.001,0.0006,
N5 10-4,N,5,10,4,4.63,15,Z,,0.4446,0.2579,0.2385,0.0477,0.0097,0.001,0.0006,
N5 20-9,N,5,20,9,3.93,10,D,,0.6006,0.1236,0.218,0.052,0.0049,0.0005,0.0003,
N5 30-3,N,5,30,3,3.43,0,Z,,0.3506,0.2736,0.3366,0.0356,0.0032,0.0003,0,Bedrock
N5 40-2,N,5,40,2,3.18,0,Z,,0.6765,0.2013,0.0921,0.0223,0.003,0.0006,0.0042,
N5 40-2,N,5,40,2,3.18,5,Z,,0.6765,0.2013,0.0921,0.0223,0.003,0.0006,0.0042,
N5 40-2,N,5,40,2,3.18,10,Z,,0.6765,0.2013,0.0921,0.0223,0.003,0.0006,0.0042,
N5 40-2,N,5,40,2,3.18,15,A,33.1,0.6765,0.2013,0.0921,0.0223,0.003,0.0006,0.0042,
N5 40-2,N,5,40,2,3.18,15,D,,0.6765,0.2013,0.0921,0.0223,0.003,0.0006,0.0042,
N5 40-2,N,5,40,2,3.18,15,D,,0.6765,0.2013,0.0921,0.0223,0.003,0.0006,0.0042,
N5 50-4,N,5,50,4,2.77,0,Z,,0.4936,0.1606,0.2462,0.0819,0.0149,0.0019,0.0008,
N5 50-4,N,5,50,4,2.77,5,A,38.12,0.4936,0.1606,0.2462,0.0819,0.0149,0.0019,0.0008,
N5 50-4,N,5,50,4,2.77,5,D,,0.4936,0.1606,0.2462,0.0819,0.0149,0.0019,0.0008,
N5 50-4,N,5,50,4,2.77,5,A,31.54,0.4936,0.1606,0.2462,0.0819,0.0149,0.0019,0.0008,
N5 50-4,N,5,50,4,2.77,5,A,32.16,0.4936,0.1606,0.2462,0.0819,0.0149,0.0019,0.0008,
N5 50-4,N,5,50,4,2.77,5,A,32,0.4936,0.1606,0.2462,0.0819,0.0149,0.0019,0.0008,
N5 50-4,N,5,50,4,2.77,10,A,34.42,0.4936,0.1606,0.2462,0.0819,0.0149,0.0019,0.0008,
N5 50-4,N,5,50,4,2.77,10,A,37.33,0.4936,0.1606,0.2462,0.0819,0.0149,0.0019,0.0008,
N5 50-4,N,5,50,4,2.77,10,A,33.25,0.4936,0.1606,0.2462,0.0819,0.0149,0.0019,0.0008,
N5 50-4,N,5,50,4,2.77,15,A,34.59,0.4936,0.1606,0.2462,0.0819,0.0149,0.0019,0.0008,
N5 50-4,N,5,50,4,2.77,15,A,34.09,0.4936,0.1606,0.2462,0.0819,0.0149,0.0019,0.0008,
N5 50-4,N,5,50,4,2.77,15,A,35.22,0.4936,0.1606,0.2462,0.0819,0.0149,0.0019,0.0008,
N5 50-4,N,5,50,4,2.77,15,A,27.44,0.4936,0.1606,0.2462,0.0819,0.0149,0.0019,0.0008,
N5 60-5,N,5,60,5,2.46,0,Z,,0.5966,0.1923,0.1772,0.0288,0.0044,0.0006,0.0001,
N5 60-5,N,5,60,5,2.46,5,Z,,0.5966,0.1923,0.1772,0.0288,0.0044,0.0006,0.0001,
N5 60-5,N,5,60,5,2.46,10,Z,,0.5966,0.1923,0.1772,0.0288,0.0044,0.0006,0.0001,
N5 60-5,N,5,60,5,2.46,15,Z,,0.5966,0.1923,0.1772,0.0288,0.0044,0.0006,0.0001,
N5 70-5,N,5,70,5,2.4,0,Z,,0.5288,0.2253,0.2005,0.0394,0.0054,0.0005,0.0001,
N5 70-5,N,5,70,5,2.4,5,Z,,0.5288,0.2253,0.2005,0.0394,0.0054,0.0005,0.0001,
N5 70-5,N,5,70,5,2.4,10,D,,0.5288,0.2253,0.2005,0.0394,0.0054,0.0005,0.0001,
N5 70-5,N,5,70,5,2.4,10,D,,0.5288,0.2253,0.2005,0.0394,0.0054,0.0005,0.0001,
N5 70-5,N,5,70,5,2.4,10,D,,0.5288,0.2253,0.2005,0.0394,0.0054,0.0005,0.0001,
N5 70-5,N,5,70,5,2.4,15,D,,0.5288,0.2253,0.2005,0.0394,0.0054,0.0005,0.0001,
N5 70-5,N,5,70,5,2.4,15,D,,0.5288,0.2253,0.2005,0.0394,0.0054,0.0005,0.0001,
N5 70-5,N,5,70,5,2.4,15,D,,0.5288,0.2253,0.2005,0.0394,0.0054,0.0005,0.0001,
N5 80-1,N,5,80,1,2.33,0,Z,,0.6091,0.1683,0.1797,0.0376,0.0048,0.0005,0,
N5 80-1,N,5,80,1,2.33,5,Z,,0.6091,0.1683,0.1797,0.0376,0.0048,0.0005,0,
N5 80-1,N,5,80,1,2.33,15,Z,,0.6091,0.1683,0.1797,0.0376,0.0048,0.0005,0,
N5 80-1,N,5,80,1,2.33,10,A,35.8,0.6091,0.1683,0.1797,0.0376,0.0048,0.0005,0,
N5 90-3,N,5,90,3,2.14,0,Z,,0.5724,0.289,0.1289,0.0079,0.001,0.0004,0.0004,
N5 90-3,N,5,90,3,2.14,5,Z,,0.5724,0.289,0.1289,0.0079,0.001,0.0004,0.0004,
N5 90-3,N,5,90,3,2.14,10,A,48.64,0.5724,0.289,0.1289,0.0079,0.001,0.0004,0.0004,
N5 90-3,N,5,90,3,2.14,10,A,26.71,0.5724,0.289,0.1289,0.0079,0.001,0.0004,0.0004,
N5 90-3,N,5,90,3,2.14,10,D,,0.5724,0.289,0.1289,0.0079,0.001,0.0004,0.0004,
N5 90-3,N,5,90,3,2.14,10,D,,0.5724,0.289,0.1289,0.0079,0.001,0.0004,0.0004,
N5 90-3,N,5,90,3,2.14,15,D,,0.5724,0.289,0.1289,0.0079,0.001,0.0004,0.0004,
N5 100-7,N,5,100,7,2.09,0,Z,,0.4203,0.395,0.1805,0.0037,0.0003,0.0002,0,
N5 100-7,N,5,100,7,2.09,5,Z,,0.4203,0.395,0.1805,0.0037,0.0003,0.0002,0,
N5 100-7,N,5,100,7,2.09,10,Z,,0.4203,0.395,0.1805,0.0037,0.0003,0.0002,0,
N5 100-7,N,5,100,7,2.09,15,Z,,0.4203,0.395,0.1805,0.0037,0.0003,0.0002,0,
N5 110-3,N,5,110,3,1.74,0,Z,,0.5704,0.1985,0.1821,0.0396,0.008,0.0012,0.0001,
N5 110-3,N,5,110,3,1.74,5,Z,,0.5704,0.1985,0.1821,0.0396,0.008,0.0012,0.0001,
N5 110-3,N,5,110,3,1.74,10,Z,,0.5704,0.1985,0.1821,0.0396,0.008,0.0012,0.0001,
N5 110-3,N,5,110,3,1.74,15,Z,,0.5704,0.1985,0.1821,0.0396,0.008,0.0012,0.0001,
N5 120-8,N,5,120,8,1.56,0,Z,,0.8092,0.0288,0.14,0.0172,0.0034,0.0012,0.0001,
N5 120-8,N,5,120,8,1.56,5,D,,0.8092,0.0288,0.14,0.0172,0.0034,0.0012,0.0001,
N5 120-8,N,5,120,8,1.56,5,D,,0.8092,0.0288,0.14,0.0172,0.0034,0.0012,0.0001,
N5 120-8,N,5,120,8,1.56,10,D,,0.8092,0.0288,0.14,0.0172,0.0034,0.0012,0.0001,
N5 120-8,N,5,120,8,1.56,10,D,,0.8092,0.0288,0.14,0.0172,0.0034,0.0012,0.0001,
N5 120-8,N,5,120,8,1.56,15,Z,,0.8092,0.0288,0.14,0.0172,0.0034,0.0012,0.0001,
N5 130-2,N,5,130,2,1.42,0,Z,,0.4377,0.2694,0.2496,0.0348,0.0068,0.0016,0.0001,
N5 130-2,N,5,130,2,1.42,5,Z,,0.4377,0.2694,0.2496,0.0348,0.0068,0.0016,0.0001,
N5 130-2,N,5,130,2,1.42,10,Z,,0.4377,0.2694,0.2496,0.0348,0.0068,0.0016,0.0001,
N5 130-2,N,5,130,2,1.42,15,A,42.91,0.4377,0.2694,0.2496,0.0348,0.0068,0.0016,0.0001,
N5 130-2,N,5,130,2,1.42,15,A,48.63,0.4377,0.2694,0.2496,0.0348,0.0068,0.0016,0.0001,
N5 140-3,N,5,140,3,1.29,0,Z,,0.5577,0.2485,0.1611,0.024,0.0066,0.0017,0.0004,
N5 140-3,N,5,140,3,1.29,5,Z,,0.5577,0.2485,0.1611,0.024,0.0066,0.0017,0.0004,
N5 140-3,N,5,140,3,1.29,10,Z,,0.5577,0.2485,0.1611,0.024,0.0066,0.0017,0.0004,
N5 140-3,N,5,140,3,1.29,15,Z,,0.5577,0.2485,0.1611,0.024,0.0066,0.0017,0.0004,
N10 20-0,N,10,20,0,4.17,0,Z,,0.6331,0.1846,0.1516,0.0235,0.0053,0.0013,0.0005,
N10 20-0,N,10,20,0,4.17,5,Z,,0.6331,0.1846,0.1516,0.0235,0.0053,0.0013,0.0005,
N10 20-0,N,10,20,0,4.17,15,Z,,0.6331,0.1846,0.1516,0.0235,0.0053,0.0013,0.0005,
N10 20-0,N,10,20,0,4.17,10,D,,0.6331,0.1846,0.1516,0.0235,0.0053,0.0013,0.0005,
N10 30-1,N,10,30,1,3.54,0,Z,,0.5409,0.2627,0.1756,0.0176,0.0029,0.0003,0.0001,
N10 30-1,N,10,30,1,3.54,5,Z,,0.5409,0.2627,0.1756,0.0176,0.0029,0.0003,0.0001,
N10 30-1,N,10,30,1,3.54,10,Z,,0.5409,0.2627,0.1756,0.0176,0.0029,0.0003,0.0001,
N10 30-1,N,10,30,1,3.54,15,Z,,0.5409,0.2627,0.1756,0.0176,0.0029,0.0003,0.0001,
N10 40-6,N,10,40,6,2.94,0,Z,,0.5907,0.2262,0.1534,0.0252,0.0036,0.0007,0.0002,
N10 40-6,N,10,40,6,2.94,5,A,37.8,0.5907,0.2262,0.1534,0.0252,0.0036,0.0007,0.0002,
N10 40-6,N,10,40,6,2.94,5,A,34.85,0.5907,0.2262,0.1534,0.0252,0.0036,0.0007,0.0002,
N10 40-6,N,10,40,6,2.94,5,A,30.27,0.5907,0.2262,0.1534,0.0252,0.0036,0.0007,0.0002,
N10 40-6,N,10,40,6,2.94,5,A,26.13,0.5907,0.2262,0.1534,0.0252,0.0036,0.0007,0.0002,
N10 40-6,N,10,40,6,2.94,10,A,23.96,0.5907,0.2262,0.1534,0.0252,0.0036,0.0007,0.0002,
N10 40-6,N,10,40,6,2.94,15,Z,,0.5907,0.2262,0.1534,0.0252,0.0036,0.0007,0.0002,
N10 50-3,N,10,50,3,2.65,0,A,26.1,0.3799,0.1287,0.3131,0.1295,0.0444,0.0036,0.0008,
N10 50-3,N,10,50,3,2.65,0,A,47.28,0.3799,0.1287,0.3131,0.1295,0.0444,0.0036,0.0008,
N10 50-3,N,10,50,3,2.65,0,A,43.03,0.3799,0.1287,0.3131,0.1295,0.0444,0.0036,0.0008,
N10 50-3,N,10,50,3,2.65,0,A,41.2,0.3799,0.1287,0.3131,0.1295,0.0444,0.0036,0.0008,
N10 50-3,N,10,50,3,2.65,0,A,52.35,0.3799,0.1287,0.3131,0.1295,0.0444,0.0036,0.0008,
N10 50-3,N,10,50,3,2.65,0,A,37.8,0.3799,0.1287,0.3131,0.1295,0.0444,0.0036,0.0008,
N10 50-3,N,10,50,3,2.65,0,A,45.75,0.3799,0.1287,0.3131,0.1295,0.0444,0.0036,0.0008,
N10 50-3,N,10,50,3,2.65,5,A,29.48,0.3799,0.1287,0.3131,0.1295,0.0444,0.0036,0.0008,
N10 50-3,N,10,50,3,2.65,5,A,29.35,0.3799,0.1287,0.3131,0.1295,0.0444,0.0036,0.0008,
N10 50-3,N,10,50,3,2.65,5,A,41.98,0.3799,0.1287,0.3131,0.1295,0.0444,0.0036,0.0008,
N10 50-3,N,10,50,3,2.65,5,A,30.82,0.3799,0.1287,0.3131,0.1295,0.0444,0.0036,0.0008,
N10 50-3,N,10,50,3,2.65,5,A,34.23,0.3799,0.1287,0.3131,0.1295,0.0444,0.0036,0.0008,
