"Sediment4000","Sediment2000","Sediment500","Sediment250","Sediment125","Sediment63","Sediment0","observations","normSediment4000","normSediment2000","normSediment500","normSediment250","normSediment125","normSediment63","normSediment0","PC1"
0.4936,0.1606,0.2462,0.0819,0.0149,0.0019,8e-04,78,-0.0736644754452359,-0.116861823621197,0.225639105872506,0.86501646199684,0.762477656591711,0.525888618992243,0.745752428314907,1.76842964400047
0.5476,0.2092,0.1996,0.0355,0.0074,4e-04,2e-04,79,0.0301551453778799,0.147512107056909,0.0158102559995162,0.0290501676191861,0.0625964438504218,-1.03225599905431,-0.640541932804983,-0.705075298335113
0.6723,0.1732,0.1235,0.0232,0.0064,0.0011,3e-04,80,0.235314721438577,-0.041331629005524,-0.464263951809815,-0.39633025018992,-0.082585565994076,-0.0206550873758273,-0.235076824696819,-1.32369065476558
0.605,0.2439,0.1287,0.0185,0.0031,6e-04,2e-04,81,0.129838509994428,0.300979680088016,-0.423020993275766,-0.622711796777905,-0.807481444868602,-0.626790890946143,-0.640541932804983,-2.04792250831147
0.4936,0.1606,0.2462,0.0819,0.0149,0.0019,8e-04,82,-0.0736644754452359,-0.116861823621197,0.225639105872506,0.86501646199684,0.762477656591711,0.525888618992243,0.745752428314907,1.76842964400047
0.5476,0.2092,0.1996,0.0355,0.0074,4e-04,2e-04,83,0.0301551453778799,0.147512107056909,0.0158102559995162,0.0290501676191861,0.0625964438504218,-1.03225599905431,-0.640541932804983,-0.705075298335113
0.3799,0.1287,0.3131,0.1295,0.0444,0.0036,8e-04,84,-0.335481887842834,-0.338294510531778,0.466017520454513,1.32319835227741,1.85435591307848,1.16496857828191,0.745752428314907,3.65229579822368
0.4936,0.1606,0.2462,0.0819,0.0149,0.0019,8e-04,85,-0.0736644754452359,-0.116861823621197,0.225639105872506,0.86501646199684,0.762477656591711,0.525888618992243,0.745752428314907,1.76842964400047
0.3799,0.1287,0.3131,0.1295,0.0444,0.0036,8e-04,86,-0.335481887842834,-0.338294510531778,0.466017520454513,1.32319835227741,1.85435591307848,1.16496857828191,0.745752428314907,3.65229579822368
0.5627,0.2145,0.1843,0.0328,0.0048,6e-04,2e-04,87,0.0573566784028193,0.172531113234213,-0.0639402432020697,-0.0500540134720858,-0.370267638445857,-0.626790890946143,-0.640541932804983,-0.93582700115789
0.2211,0.115,0.4607,0.164,0.0311,0.0049,0.0033,88,-0.876774860173013,-0.450846496770609,0.852241964064024,1.55938389896201,1.49832426282549,1.47326993793643,2.16281844810155,5.7498060467405
0.4936,0.1606,0.2462,0.0819,0.0149,0.0019,8e-04,89,-0.0736644754452359,-0.116861823621197,0.225639105872506,0.86501646199684,0.762477656591711,0.525888618992243,0.745752428314907,1.76842964400047
0.3799,0.1287,0.3131,0.1295,0.0444,0.0036,8e-04,90,-0.335481887842834,-0.338294510531778,0.466017520454513,1.32319835227741,1.85435591307848,1.16496857828191,0.745752428314907,3.65229579822368
0.6765,0.2013,0.0921,0.0223,0.003,6e-04,0.0042,91,0.241542499574429,0.109017707511887,-0.757630164616586,-0.435895850396111,-0.840271267691593,-0.626790890946143,2.40398050491844,-1.41006578516501
0.5484,0.1704,0.2075,0.0635,0.0097,4e-04,1e-04,92,0.0316149996517455,-0.0576300107386435,0.0546262317929056,0.610557377036462,0.333242329149635,-1.03225599905431,-1.33368911336493,-0.415845315859426
0.5476,0.2092,0.1996,0.0355,0.0074,4e-04,2e-04,93,0.0301551453778799,0.147512107056909,0.0158102559995162,0.0290501676191861,0.0625964438504218,-1.03225599905431,-0.640541932804983,-0.705075298335113
0.5627,0.2145,0.1843,0.0328,0.0048,6e-04,2e-04,94,0.0573566784028193,0.172531113234213,-0.0639402432020697,-0.0500540134720858,-0.370267638445857,-0.626790890946143,-0.640541932804983,-0.93582700115789
0.5627,0.2145,0.1843,0.0328,0.0048,6e-04,2e-04,95,0.0573566784028193,0.172531113234213,-0.0639402432020697,-0.0500540134720858,-0.370267638445857,-0.626790890946143,-0.640541932804983,-0.93582700115789
0.5613,0.1929,0.19,0.0449,0.0052,0.0055,3e-04,96,0.0548655739117399,0.0663932947778245,-0.0334810357173612,0.263955265886025,-0.290224930772321,1.58878282505827,-0.235076824696819,0.438740823655617
0.4936,0.1606,0.2462,0.0819,0.0149,0.0019,8e-04,97,-0.0736644754452359,-0.116861823621197,0.225639105872506,0.86501646199684,0.762477656591711,0.525888618992243,0.745752428314907,1.76842964400047
0.4936,0.1606,0.2462,0.0819,0.0149,0.0019,8e-04,98,-0.0736644754452359,-0.116861823621197,0.225639105872506,0.86501646199684,0.762477656591711,0.525888618992243,0.745752428314907,1.76842964400047
0.3799,0.1287,0.3131,0.1295,0.0444,0.0036,8e-04,99,-0.335481887842834,-0.338294510531778,0.466017520454513,1.32319835227741,1.85435591307848,1.16496857828191,0.745752428314907,3.65229579822368
0.3799,0.1287,0.3131,0.1295,0.0444,0.0036,8e-04,100,-0.335481887842834,-0.338294510531778,0.466017520454513,1.32319835227741,1.85435591307848,1.16496857828191,0.745752428314907,3.65229579822368
0.4936,0.1606,0.2462,0.0819,0.0149,0.0019,8e-04,101,-0.0736644754452359,-0.116861823621197,0.225639105872506,0.86501646199684,0.762477656591711,0.525888618992243,0.745752428314907,1.76842964400047
0.5627,0.2145,0.1843,0.0328,0.0048,6e-04,2e-04,102,0.0573566784028193,0.172531113234213,-0.0639402432020697,-0.0500540134720858,-0.370267638445857,-0.626790890946143,-0.640541932804983,-0.93582700115789
0.5627,0.2145,0.1843,0.0328,0.0048,6e-04,2e-04,103,0.0573566784028193,0.172531113234213,-0.0639402432020697,-0.0500540134720858,-0.370267638445857,-0.626790890946143,-0.640541932804983,-0.93582700115789
0.3799,0.1287,0.3131,0.1295,0.0444,0.0036,8e-04,104,-0.335481887842834,-0.338294510531778,0.466017520454513,1.32319835227741,1.85435591307848,1.16496857828191,0.745752428314907,3.65229579822368
0.3799,0.1287,0.3131,0.1295,0.0444,0.0036,8e-04,105,-0.335481887842834,-0.338294510531778,0.466017520454513,1.32319835227741,1.85435591307848,1.16496857828191,0.745752428314907,3.65229579822368
0.5476,0.2092,0.1996,0.0355,0.0074,4e-04,2e-04,106,0.0301551453778799,0.147512107056909,0.0158102559995162,0.0290501676191861,0.0625964438504218,-1.03225599905431,-0.640541932804983,-0.705075298335113
0.5476,0.2092,0.1996,0.0355,0.0074,4e-04,2e-04,107,0.0301551453778799,0.147512107056909,0.0158102559995162,0.0290501676191861,0.0625964438504218,-1.03225599905431,-0.640541932804983,-0.705075298335113
0.5907,0.2262,0.1534,0.0252,0.0036,7e-04,2e-04,108,0.105918326276776,0.225640938548161,-0.247456218944691,-0.313638534344806,-0.657949710897638,-0.472640211118885,-0.640541932804983,-1.47207115196788
0.5225,0.2315,0.1932,0.0331,0.017,0.0021,6e-04,109,-0.0167649641974479,0.24880124839243,-0.0167791860994296,-0.0409492464791667,0.894329787696514,0.625972077549225,0.458070355863126,0.798312586850766
0.5288,0.2143,0.2123,0.037,0.0057,0.0013,6e-04,110,-0.00477965949893726,0.171598277345672,0.077495260831363,0.0704353837820406,-0.198417381519198,0.146398997287339,0.458070355863126,0.22674295750356
0.5627,0.2145,0.1843,0.0328,0.0048,6e-04,2e-04,111,0.0573566784028193,0.172531113234213,-0.0639402432020697,-0.0500540134720858,-0.370267638445857,-0.626790890946143,-0.640541932804983,-0.93582700115789
0.5627,0.2145,0.1843,0.0328,0.0048,6e-04,2e-04,112,0.0573566784028193,0.172531113234213,-0.0639402432020697,-0.0500540134720858,-0.370267638445857,-0.626790890946143,-0.640541932804983,-0.93582700115789
0.3799,0.1287,0.3131,0.1295,0.0444,0.0036,8e-04,113,-0.335481887842834,-0.338294510531778,0.466017520454513,1.32319835227741,1.85435591307848,1.16496857828191,0.745752428314907,3.65229579822368
0.3799,0.1287,0.3131,0.1295,0.0444,0.0036,8e-04,114,-0.335481887842834,-0.338294510531778,0.466017520454513,1.32319835227741,1.85435591307848,1.16496857828191,0.745752428314907,3.65229579822368
0.3502,0.2156,0.3403,0.0831,0.0098,7e-04,2e-04,115,-0.416885528184662,0.177646213900983,0.549322473629013,0.879562172999219,0.343498829316824,-0.472640211118885,-0.640541932804983,1.58800306435711
0.6508,0.1702,0.1525,0.023,0.0032,1e-04,3e-04,116,0.202812427308469,-0.0588044089945851,-0.253340511830381,-0.404988312933034,-0.775732746554021,-2.4185503601742,-0.235076824696819,-2.38372523272129
0.4936,0.1606,0.2462,0.0819,0.0149,0.0019,8e-04,117,-0.0736644754452359,-0.116861823621197,0.225639105872506,0.86501646199684,0.762477656591711,0.525888618992243,0.745752428314907,1.76842964400047
0.5078,0.2607,0.2157,0.0068,0.0055,0.0025,0.0011,118,-0.0453022787658357,0.367591695805597,0.0933834455172634,-1.62355991668012,-0.234135464121277,0.800325464694003,1.06420615943344,-0.159998854402196
0.5627,0.2145,0.1843,0.0328,0.0048,6e-04,2e-04,119,0.0573566784028193,0.172531113234213,-0.0639402432020697,-0.0500540134720858,-0.370267638445857,-0.626790890946143,-0.640541932804983,-0.93582700115789
0.3799,0.1287,0.3131,0.1295,0.0444,0.0036,8e-04,120,-0.335481887842834,-0.338294510531778,0.466017520454513,1.32319835227741,1.85435591307848,1.16496857828191,0.745752428314907,3.65229579822368
0.5724,0.289,0.1289,0.0079,0.001,4e-04,4e-04,121,0.074448099645882,0.470648062978573,-0.421468197932706,-1.47361976938921,-1.9388835563597,-1.03225599905431,0.052605247754962,-2.91947664030391
0.3799,0.1287,0.3131,0.1295,0.0444,0.0036,8e-04,122,-0.335481887842834,-0.338294510531778,0.466017520454513,1.32319835227741,1.85435591307848,1.16496857828191,0.745752428314907,3.65229579822368
0.5907,0.2262,0.1534,0.0252,0.0036,7e-04,2e-04,123,0.105918326276776,0.225640938548161,-0.247456218944691,-0.313638534344806,-0.657949710897638,-0.472640211118885,-0.640541932804983,-1.47207115196788
0.3799,0.1287,0.3131,0.1295,0.0444,0.0036,8e-04,124,-0.335481887842834,-0.338294510531778,0.466017520454513,1.32319835227741,1.85435591307848,1.16496857828191,0.745752428314907,3.65229579822368
0.3799,0.1287,0.3131,0.1295,0.0444,0.0036,8e-04,125,-0.335481887842834,-0.338294510531778,0.466017520454513,1.32319835227741,1.85435591307848,1.16496857828191,0.745752428314907,3.65229579822368
0.5092,0.2482,0.2093,0.0288,0.0039,5e-04,1e-04,126,-0.0425490813531624,0.318456247636648,0.0632635215741068,-0.180107141720284,-0.577907003224102,-0.809112447740097,-1.33368911336493,-1.13801628031234
0.5288,0.2143,0.2123,0.037,0.0057,0.0013,6e-04,127,-0.00477965949893726,0.171598277345672,0.077495260831363,0.0704353837820406,-0.198417381519198,0.146398997287339,0.458070355863126,0.22674295750356
0.5907,0.2262,0.1534,0.0252,0.0036,7e-04,2e-04,128,0.105918326276776,0.225640938548161,-0.247456218944691,-0.313638534344806,-0.657949710897638,-0.472640211118885,-0.640541932804983,-1.47207115196788
0.5476,0.2092,0.1996,0.0355,0.0074,4e-04,2e-04,129,0.0301551453778799,0.147512107056909,0.0158102559995162,0.0290501676191861,0.0625964438504218,-1.03225599905431,-0.640541932804983,-0.705075298335113
0.5078,0.2607,0.2157,0.0068,0.0055,0.0025,0.0011,130,-0.0453022787658357,0.367591695805597,0.0933834455172634,-1.62355991668012,-0.234135464121277,0.800325464694003,1.06420615943344,-0.159998854402196
0.3963,0.2085,0.2601,0.0819,0.0449,0.0062,0.0021,131,-0.293218447840025,0.144160416104997,0.280561064576758,0.86501646199684,1.86555423838851,1.70858402487089,1.71083332435849,3.57532407996306
0.5078,0.2607,0.2157,0.0068,0.0055,0.0025,0.0011,132,-0.0453022787658357,0.367591695805597,0.0933834455172634,-1.62355991668012,-0.234135464121277,0.800325464694003,1.06420615943344,-0.159998854402196
0.5078,0.2607,0.2157,0.0068,0.0055,0.0025,0.0011,133,-0.0453022787658357,0.367591695805597,0.0933834455172634,-1.62355991668012,-0.234135464121277,0.800325464694003,1.06420615943344,-0.159998854402196
0.5078,0.2607,0.2157,0.0068,0.0055,0.0025,0.0011,134,-0.0453022787658357,0.367591695805597,0.0933834455172634,-1.62355991668012,-0.234135464121277,0.800325464694003,1.06420615943344,-0.159998854402196
0.6072,0.1832,0.1718,0.0301,0.0061,0.0012,5e-04,135,0.133468278045006,0.0147998271061712,-0.134174098327692,-0.135957357107354,-0.130594785180437,0.0663562896138023,0.275748799069172,-0.419903088335641
