"UniqueID","StreamSide","StreamDistance","Elevation","DepthBin","Mortality","Sizemm","PC1"
"S10 70-7","S",10,2.35,0,"D",NA,1.58800306435711
"S10 70-7","S",10,2.35,0,"D",NA,1.58800306435711
"S10 70-7","S",10,2.35,0,"D",NA,1.58800306435711
"S10 70-7","S",10,2.35,5,"D",NA,1.58800306435711
"S10 70-7","S",10,2.35,5,"D",NA,1.58800306435711
"S10 70-7","S",10,2.35,5,"A",41.62,1.58800306435711
"S10 70-7","S",10,2.35,10,"A",38.82,1.58800306435711
"S10 70-7","S",10,2.35,10,"A",44.64,1.58800306435711
"S10 70-7","S",10,2.35,10,"A",42.31,1.58800306435711
"S10 70-7","S",10,2.35,10,"A",40.66,1.58800306435711
"S10 70-7","S",10,2.35,15,"A",29.18,1.58800306435711
"S10 120-7","S",10,2.14,0,"Z",NA,-1.33925677380739
"S10 120-7","S",10,2.14,5,"Z",NA,-1.33925677380739
"S10 120-7","S",10,2.14,10,"Z",NA,-1.33925677380739
"S10 120-7","S",10,2.14,15,"Z",NA,-1.33925677380739
"N5 70-5","N",5,2.4,0,"Z",NA,-0.906511174716756
"N5 70-5","N",5,2.4,5,"Z",NA,-0.906511174716756
"N5 70-5","N",5,2.4,10,"D",NA,-0.906511174716756
"N5 70-5","N",5,2.4,10,"D",NA,-0.906511174716756
"N5 70-5","N",5,2.4,10,"D",NA,-0.906511174716756
"N5 70-5","N",5,2.4,15,"D",NA,-0.906511174716756
"N5 70-5","N",5,2.4,15,"D",NA,-0.906511174716756
"N5 70-5","N",5,2.4,15,"D",NA,-0.906511174716756
"N10 40-6","N",10,2.94,0,"Z",NA,-1.47207115196789
"N10 40-6","N",10,2.94,5,"A",37.8,-1.47207115196789
"N10 40-6","N",10,2.94,5,"A",34.85,-1.47207115196789
"N10 40-6","N",10,2.94,5,"A",30.27,-1.47207115196789
"N10 40-6","N",10,2.94,5,"A",26.13,-1.47207115196789
"N10 40-6","N",10,2.94,10,"A",23.96,-1.47207115196789
"N10 40-6","N",10,2.94,15,"Z",NA,-1.47207115196789
"S5 120-6","S",5,1.53,0,"Z",NA,0.577497507970796
"S5 120-6","S",5,1.53,5,"A",61.79,0.577497507970796
"S5 120-6","S",5,1.53,10,"Z",NA,0.577497507970796
"S5 120-6","S",5,1.53,15,"Z",NA,0.577497507970796
"S10 60-5","S",10,2.63,10,"Z",NA,1.00228662716535
"S10 60-5","S",10,2.63,15,"A",45.81,1.00228662716535
"S10 60-5","S",10,2.63,0,"D",NA,1.00228662716535
"S10 60-5","S",10,2.63,5,"D",NA,1.00228662716535
"S10 60-5","S",10,2.63,5,"D",NA,1.00228662716535
"S10 60-5","S",10,2.63,15,"D",NA,1.00228662716535
"S10 60-5","S",10,2.63,15,"D",NA,1.00228662716535
"S10 60-5","S",10,2.63,15,"D",NA,1.00228662716535
"S10 60-5","S",10,2.63,15,"A",37.12,1.00228662716535
"S2 130-9","S",2,1.5,0,"A",29.76,0.798312586850765
"S2 130-9","S",2,1.5,0,"D",NA,0.798312586850765
"S2 130-9","S",2,1.5,0,"D",NA,0.798312586850765
"S2 130-9","S",2,1.5,0,"D",NA,0.798312586850765
"S2 130-9","S",2,1.5,0,"D",NA,0.798312586850765
"S2 130-9","S",2,1.5,5,"D",NA,0.798312586850765
"S2 130-9","S",2,1.5,5,"D",NA,0.798312586850765
"S2 130-9","S",2,1.5,5,"A",59.14,0.798312586850765
"S2 130-9","S",2,1.5,5,"A",47.75,0.798312586850765
"S2 130-9","S",2,1.5,10,"Z",NA,0.798312586850765
"S2 130-9","S",2,1.5,15,"Z",NA,0.798312586850765
"N2 90-0","N",2,2.13,0,"Z",NA,-2.04792250831147
"N2 90-0","N",2,2.13,5,"Z",NA,-2.04792250831147
"N2 90-0","N",2,2.13,10,"A",34.52,-2.04792250831147
"N2 90-0","N",2,2.13,15,"Z",NA,-2.04792250831147
"S5 100-1","S",5,2.17,0,"Z",NA,-0.860555140467083
"S5 100-1","S",5,2.17,5,"Z",NA,-0.860555140467083
"S5 100-1","S",5,2.17,10,"D",NA,-0.860555140467083
"S5 100-1","S",5,2.17,10,"D",NA,-0.860555140467083
"S5 100-1","S",5,2.17,15,"Z",NA,-0.860555140467083
"N2 120-4","N",2,1.66,0,"Z",NA,-3.41130032263218
"N2 120-4","N",2,1.66,10,"Z",NA,-3.41130032263218
"N2 120-4","N",2,1.66,5,"D",NA,-3.41130032263218
"N2 120-4","N",2,1.66,15,"D",NA,-3.41130032263218
"N10 70-5","N",10,2.33,0,"D",NA,-0.377724440271889
"N10 70-5","N",10,2.33,0,"D",NA,-0.377724440271889
"N10 70-5","N",10,2.33,0,"D",NA,-0.377724440271889
"N10 70-5","N",10,2.33,5,"D",NA,-0.377724440271889
"N10 70-5","N",10,2.33,5,"D",NA,-0.377724440271889
"N10 70-5","N",10,2.33,5,"D",NA,-0.377724440271889
"N10 70-5","N",10,2.33,10,"D",NA,-0.377724440271889
"N10 70-5","N",10,2.33,15,"Z",NA,-0.377724440271889
"S5 90-0","S",5,2.26,0,"A",40.76,-1.13801628031234
"S5 90-0","S",5,2.26,0,"D",NA,-1.13801628031234
"S5 90-0","S",5,2.26,0,"D",NA,-1.13801628031234
"S5 90-0","S",5,2.26,5,"D",NA,-1.13801628031234
"S5 90-0","S",5,2.26,5,"D",NA,-1.13801628031234
"S5 90-0","S",5,2.26,10,"D",NA,-1.13801628031234
"S5 90-0","S",5,2.26,10,"D",NA,-1.13801628031234
"S5 90-0","S",5,2.26,10,"D",NA,-1.13801628031234
"S5 90-0","S",5,2.26,10,"D",NA,-1.13801628031234
"S5 90-0","S",5,2.26,5,"A",49.57,-1.13801628031234
"S5 90-0","S",5,2.26,5,"A",45.11,-1.13801628031234
"S5 90-0","S",5,2.26,15,"A",44.24,-1.13801628031234
"S5 90-0","S",5,2.26,15,"A",44.49,-1.13801628031234
"S5 90-0","S",5,2.26,15,"A",41.63,-1.13801628031234
"S5 90-0","S",5,2.26,15,"A",25.57,-1.13801628031234
"N5 140-3","N",5,1.29,0,"Z",NA,-0.428395598055114
"N5 140-3","N",5,1.29,5,"Z",NA,-0.428395598055114
"N5 140-3","N",5,1.29,10,"Z",NA,-0.428395598055114
"N5 140-3","N",5,1.29,15,"Z",NA,-0.428395598055114
"N5 10-4","N",5,4.63,0,"Z",NA,0.925630416475434
"N5 10-4","N",5,4.63,5,"Z",NA,0.925630416475434
"N5 10-4","N",5,4.63,10,"Z",NA,0.925630416475434
"N5 10-4","N",5,4.63,15,"Z",NA,0.925630416475434
"N2 110-9","N",2,1.62,0,"Z",NA,-2.27917570891843
"N2 110-9","N",2,1.62,5,"Z",NA,-2.27917570891843
"N2 110-9","N",2,1.62,10,"Z",NA,-2.27917570891843
"N2 110-9","N",2,1.62,15,"Z",NA,-2.27917570891843
"N10 90-5","N",10,1.78,0,"A",16.91,-0.159998854402191
"N10 90-5","N",10,1.78,0,"A",17.84,-0.159998854402191
"N10 90-5","N",10,1.78,0,"A",14.42,-0.159998854402191
"N10 90-5","N",10,1.78,0,"A",12.11,-0.159998854402191
"N10 90-5","N",10,1.78,0,"A",13.22,-0.159998854402191
"N10 90-5","N",10,1.78,0,"A",13.27,-0.159998854402191
"N10 90-5","N",10,1.78,0,"A",12.01,-0.159998854402191
"N10 90-5","N",10,1.78,0,"A",11.45,-0.159998854402191
"N10 90-5","N",10,1.78,5,"A",19.51,-0.159998854402191
"N10 90-5","N",10,1.78,5,"A",27.44,-0.159998854402191
"N10 90-5","N",10,1.78,5,"A",17.59,-0.159998854402191
"N10 90-5","N",10,1.78,10,"A",15.46,-0.159998854402191
"N10 90-5","N",10,1.78,0,"D",NA,-0.159998854402191
"N10 90-5","N",10,1.78,5,"D",NA,-0.159998854402191
"N10 90-5","N",10,1.78,5,"D",NA,-0.159998854402191
"N10 90-5","N",10,1.78,5,"D",NA,-0.159998854402191
"N10 90-5","N",10,1.78,5,"D",NA,-0.159998854402191
"N10 90-5","N",10,1.78,10,"D",NA,-0.159998854402191
"N10 90-5","N",10,1.78,10,"D",NA,-0.159998854402191
"N10 90-5","N",10,1.78,15,"Z",NA,-0.159998854402191
"N10 30-1","N",10,3.54,0,"Z",NA,-2.10143897216904
"N10 30-1","N",10,3.54,5,"Z",NA,-2.10143897216904
"N10 30-1","N",10,3.54,10,"Z",NA,-2.10143897216904
"N10 30-1","N",10,3.54,15,"Z",NA,-2.10143897216904
"N5 130-2","N",5,1.42,0,"Z",NA,0.204432341904564
"N5 130-2","N",5,1.42,5,"Z",NA,0.204432341904564
"N5 130-2","N",5,1.42,10,"Z",NA,0.204432341904564
"N5 130-2","N",5,1.42,15,"A",42.91,0.204432341904564
"N5 130-2","N",5,1.42,15,"A",48.63,0.204432341904564
"S2 50-5","S",2,2.87,0,"Z",NA,-1.66221709200294
"S2 50-5","S",2,2.87,5,"Z",NA,-1.66221709200294
"S2 50-5","S",2,2.87,10,"Z",NA,-1.66221709200294
"S2 50-5","S",2,2.87,15,"Z",NA,-1.66221709200294
"S2 20-7","S",2,3.5,0,"Z",NA,-0.724185931015549
"S2 20-7","S",2,3.5,5,"Z",NA,-0.724185931015549
"S2 20-7","S",2,3.5,10,"Z",NA,-0.724185931015549
"S2 20-7","S",2,3.5,15,"Z",NA,-0.724185931015549
"N5 30-3","N",5,3.43,0,"Z",NA,NA
"S5 130-0","S",5,1.63,0,"Z",NA,1.96730208656077
"S5 130-0","S",5,1.63,5,"Z",NA,1.96730208656077
"S5 130-0","S",5,1.63,10,"A",45.87,1.96730208656077
"S5 130-0","S",5,1.63,15,"A",64.79,1.96730208656077
"N10 60-4","N",10,2.39,0,"Z",NA,NA
"N10 60-4","N",10,2.39,5,"Z",NA,NA
"N10 60-4","N",10,2.39,10,"Z",NA,NA
"N10 60-4","N",10,2.39,15,"Z",NA,NA
"S10 90-7","S",10,2.18,0,"Z",NA,-1.63753442707636
"S10 90-7","S",10,2.18,5,"Z",NA,-1.63753442707636
"S10 90-7","S",10,2.18,10,"Z",NA,-1.63753442707636
"S10 90-7","S",10,2.18,15,"D",NA,-1.63753442707636
"N5 90-3","N",5,2.14,0,"Z",NA,-2.91947664030391
"N5 90-3","N",5,2.14,5,"Z",NA,-2.91947664030391
"N5 90-3","N",5,2.14,10,"A",48.64,-2.91947664030391
"N5 90-3","N",5,2.14,10,"A",26.71,-2.91947664030391
"N5 90-3","N",5,2.14,10,"D",NA,-2.91947664030391
"N5 90-3","N",5,2.14,10,"D",NA,-2.91947664030391
"N5 90-3","N",5,2.14,15,"D",NA,-2.91947664030391
"N2 0-9","N",2,4.31,0,"Z",NA,NA
"N2 0-9","N",2,4.31,5,"Z",NA,NA
"N2 0-9","N",2,4.31,10,"Z",NA,NA
"N2 0-9","N",2,4.31,15,"Z",NA,NA
"N2 0-9","N",2,4.31,0,"Z",NA,NA
"N2 0-9","N",2,4.31,5,"Z",NA,NA
"N2 0-9","N",2,4.31,10,"Z",NA,NA
"N5 100-7","N",5,2.09,0,"Z",NA,NA
"N5 100-7","N",5,2.09,5,"Z",NA,NA
"N5 100-7","N",5,2.09,10,"Z",NA,NA
"N5 100-7","N",5,2.09,15,"Z",NA,NA
"N2 20-4","N",2,NA,0,"Z",NA,NA
"N2 20-4","N",2,NA,5,"Z",NA,NA
"N2 20-4","N",2,NA,10,"Z",NA,NA
"N2 20-4","N",2,NA,15,"Z",NA,NA
"S2 120-4","S",2,1.57,0,"Z",NA,NA
"S2 120-4","S",2,1.57,5,"Z",NA,NA
"S2 120-4","S",2,1.57,10,"A",54.53,NA
"S2 120-4","S",2,1.57,10,"D",NA,NA
"S2 120-4","S",2,1.57,10,"D",NA,NA
"S2 120-4","S",2,1.57,10,"D",NA,NA
"S2 120-4","S",2,1.57,10,"D",NA,NA
"S2 120-4","S",2,1.57,15,"A",53.33,NA
"S 2 140-2","S",2,1.42,0,"Z",NA,NA
"S 2 140-2","S",2,1.42,5,"A",47.14,NA
"S 2 140-2","S",2,1.42,10,"Z",NA,NA
"S 2 140-2","S",2,1.42,15,"Z",NA,NA
"S5 50-4","S",5,2.95,0,"Z",NA,NA
"S5 50-4","S",5,2.95,5,"Z",NA,NA
"S5 50-4","S",5,2.95,10,"Z",NA,NA
"S5 50-4","S",5,2.95,15,"Z",NA,NA
"S10 30-0","S",10,3.81,0,"Z",NA,NA
"S10 30-0","S",10,3.81,5,"Z",NA,NA
"S10 30-0","S",10,3.81,10,"Z",NA,NA
"S10 30-0","S",10,3.81,15,"Z",NA,NA
"N2 70-0","N",2,2.62,0,"Z",NA,NA
"N2 70-0","N",2,2.62,5,"Z",NA,NA
"N2 70-0","N",2,2.62,10,"Z",NA,NA
"N2 70-0","N",2,2.62,15,"Z",NA,NA
"N 2 140-7","N",2,1.48,0,"Z",NA,NA
"N 2 140-7","N",2,1.48,5,"Z",NA,NA
"N 2 140-7","N",2,1.48,10,"Z",NA,NA
"N 2 140-7","N",2,1.48,15,"Z",NA,NA
"N10 100-7","N",10,1.79,0,"Z",NA,NA
"N10 100-7","N",10,1.79,15,"Z",NA,NA
"N10 100-7","N",10,1.79,5,"A",34.82,NA
"N10 100-7","N",10,1.79,10,"A",49.95,NA
